s,m3/s,m3/s,m/s,,s
Time,"flow_in","flow_out","error","iter","cpu"
 0.0000000E+000, 2.0896396E-003, 2.1388555E-003, 0.0000000E+000, 0.0000000E+000, 1.2064690E+000
 1.2500000E-001, 0.0000000E+000, 1.9784634E-003, 4.3368087E-019, 1.0000000E+000, 1.2959270E+000
 2.5000000E-001, 1.2435300E-001, 1.2435300E-001, 2.7755576E-017, 1.0000000E+000, 1.3577120E+000
 3.7500000E-001, 2.4491866E-001, 2.4491866E-001, 5.5511151E-017, 1.0000000E+000, 1.4184039E+000
 5.0000000E-001, 3.5835740E-001, 3.5835740E-001, 5.5511151E-017, 1.0000000E+000, 1.5332080E+000
 6.2500000E-001, 4.6211716E-001, 4.6211716E-001, 1.1102230E-016, 1.0000000E+000, 1.5932860E+000
 7.5000000E-001, 5.5459972E-001, 5.5459972E-001, 1.1102230E-016, 1.0000000E+000, 1.6536060E+000
 8.7500000E-001, 6.3514895E-001, 6.3514895E-001, 1.1102230E-016, 1.0000000E+000, 1.7136711E+000
 1.0000000E+000, 7.0390560E-001, 7.0390560E-001, 1.1102230E-016, 1.0000000E+000, 1.7734810E+000
 1.1250000E+000, 7.6159416E-001, 7.6159416E-001, 2.2204460E-016, 1.0000000E+000, 1.8334030E+000
 1.2500000E+000, 8.0930107E-001, 8.0930107E-001, 2.2204460E-016, 1.0000000E+000, 1.8926749E+000
 1.3750000E+000, 8.4828364E-001, 8.4828364E-001, 2.2204460E-016, 1.0000000E+000, 1.9528360E+000
 1.5000000E+000, 8.7982670E-001, 8.7982670E-001, 2.2204460E-016, 1.0000000E+000, 2.0124981E+000
 1.6250000E+000, 9.0514825E-001, 9.0514825E-001, 1.1102230E-016, 1.0000000E+000, 2.0725579E+000
 1.7500000E+000, 9.2534623E-001, 9.2534623E-001, 2.2204460E-016, 1.0000000E+000, 2.1529400E+000
 1.8750000E+000, 9.4137554E-001, 9.4137554E-001, 2.2204460E-016, 1.0000000E+000, 2.2122349E+000
 2.0000000E+000, 9.5404526E-001, 9.5404526E-001, 2.2204460E-016, 1.0000000E+000, 2.2715840E+000
 2.1250000E+000, 9.6402758E-001, 9.6402758E-001, 2.2204460E-016, 1.0000000E+000, 2.3321120E+000
 2.2500000E+000, 9.7187275E-001, 9.7187275E-001, 2.2204460E-016, 1.0000000E+000, 2.3911860E+000
 2.3620530E+000, 9.7187275E-001, 9.7187275E-001, 2.2204460E-016, 1.0000000E+000, 2.4717540E+000
 2.4741060E+000, 9.8239898E-001, 9.8239898E-001, 2.2204460E-016, 1.0000000E+000, 2.5317299E+000
 2.5861590E+000, 9.8590783E-001, 9.8590783E-001, 2.2204460E-016, 1.0000000E+000, 2.5928390E+000
 2.6982121E+000, 9.8872115E-001, 9.8872115E-001, 2.2204460E-016, 1.0000000E+000, 2.6516111E+000
 2.8102651E+000, 9.9097539E-001, 9.9097539E-001, 2.2204460E-016, 1.0000000E+000, 2.7109019E+000
 2.9223181E+000, 9.9278071E-001, 9.9278071E-001, 2.2204460E-016, 1.0000000E+000, 2.7704701E+000
 3.0343711E+000, 9.9422594E-001, 9.9422594E-001, 2.2204460E-016, 1.0000000E+000, 2.8290259E+000
 3.1464241E+000, 9.9538252E-001, 9.9538252E-001, 2.2204460E-016, 1.0000000E+000, 2.8893151E+000
 3.2584771E+000, 9.9630786E-001, 9.9630786E-001, 2.2204460E-016, 1.0000000E+000, 2.9480040E+000
 3.3705302E+000, 9.9704803E-001, 9.9704803E-001, 2.2204460E-016, 1.0000000E+000, 3.0295260E+000
 3.4825832E+000, 9.9764000E-001, 9.9764000E-001, 2.2204460E-016, 1.0000000E+000, 3.0886340E+000
 3.5818594E+000, 9.9764000E-001, 9.9764000E-001, 2.2204460E-016, 1.0000000E+000, 3.1682951E+000
 3.6811356E+000, 9.9845286E-001, 9.9845286E-001, 2.2204460E-016, 1.0000000E+000, 3.2271530E+000
 3.7804118E+000, 9.9873129E-001, 9.9873129E-001, 2.2204460E-016, 1.0000000E+000, 3.2863159E+000
 3.8796880E+000, 9.9895965E-001, 9.9895965E-001, 2.2204460E-016, 1.0000000E+000, 3.3454980E+000
 3.9789642E+000, 9.9914692E-001, 9.9914692E-001, 2.2204460E-016, 1.0000000E+000, 3.4043810E+000
