s,m3/s,m3/s,m/s,,s
Time,"flow_in","flow_out","error","iter","cpu"
 9.3907222E+000, 9.9784959E-001, 1.1451966E-001, 4.4408921E-016, 4.0000000E+000, 6.1726471E+002
 9.4371557E+000, 9.9818108E-001, 1.1863398E-001, 4.4408921E-016, 4.0000000E+000, 6.1976679E+002
 9.4835892E+000, 9.9880338E-001, 1.2225532E-001, 4.4408921E-016, 4.0000000E+000, 6.2232196E+002
 9.5764562E+000, 9.9966752E-001, 1.2536009E-001, 3.3306691E-016, 4.0000000E+000, 6.2605954E+002
 9.6228898E+000, 1.0011131E+000, 1.2539366E-001, 4.4408921E-016, 4.0000000E+000, 6.2985321E+002
 9.6693233E+000, 1.0025697E+000, 1.2357599E-001, 8.8817842E-016, 4.0000000E+000, 6.3234699E+002
 9.7621903E+000, 1.0021646E+000, 1.1887364E-001, 6.6613381E-016, 4.0000000E+000, 6.3607034E+002
 9.8086238E+000, 9.9983064E-001, 1.1338954E-001, 4.4408921E-016, 4.0000000E+000, 6.3981183E+002
 9.8550574E+000, 9.9852067E-001, 1.1103882E-001, 4.4408921E-016, 4.0000000E+000, 6.4230084E+002
 9.9014909E+000, 9.9743346E-001, 1.0888669E-001, 4.4408921E-016, 4.0000000E+000, 6.4480145E+002
 9.9943579E+000, 9.9760578E-001, 1.0704797E-001, 3.3306691E-016, 4.0000000E+000, 6.4856247E+002
 1.0040791E+001, 9.9708964E-001, 1.0742478E-001, 4.4408921E-016, 4.0000000E+000, 6.5233063E+002
 1.0087225E+001, 9.9713911E-001, 1.0927632E-001, 4.4408921E-016, 4.0000000E+000, 6.5482434E+002
 1.0180092E+001, 9.9877524E-001, 1.1686254E-001, 4.4408921E-016, 4.0000000E+000, 6.5857620E+002
 1.0226526E+001, 1.0009038E+000, 1.2761401E-001, 4.4408921E-016, 4.0000000E+000, 6.6230792E+002
 1.0272959E+001, 1.0022994E+000, 1.3432366E-001, 2.2204460E-016, 4.0000000E+000, 6.6485126E+002
 1.0365826E+001, 1.0032070E+000, 1.4172428E-001, 3.3306691E-016, 4.0000000E+000, 6.6859274E+002
 1.0412260E+001, 1.0026811E+000, 1.4857086E-001, 4.4408921E-016, 4.0000000E+000, 6.7233685E+002
 1.0458693E+001, 1.0010750E+000, 1.5223684E-001, 4.4408921E-016, 4.0000000E+000, 6.7485254E+002
 1.0505127E+001, 9.9951109E-001, 1.5426742E-001, 4.4408921E-016, 4.0000000E+000, 6.7734827E+002
