,,s,s
Time Step,Wall Time,Step Size,Simulation Time
      1,2020-03-04T00:52:06.292+01:00,   0.289E-01,  48.02887
      2,2020-03-04T00:52:06.898+01:00,   0.289E-01,  48.05774
      3,2020-03-04T00:52:07.495+01:00,   0.289E-01,  48.08660
      4,2020-03-04T00:52:08.218+01:00,   0.289E-01,  48.11547
      5,2020-03-04T00:52:08.923+01:00,   0.289E-01,  48.14434
      6,2020-03-04T00:52:09.587+01:00,   0.289E-01,  48.17321
      7,2020-03-04T00:52:10.534+01:00,   0.221E-01,  48.19533
      8,2020-03-04T00:52:11.170+01:00,   0.221E-01,  48.21745
      9,2020-03-04T00:52:11.858+01:00,   0.221E-01,  48.23958
     10,2020-03-04T00:52:12.585+01:00,   0.243E-01,  48.26391
     20,2020-03-04T00:52:20.166+01:00,   0.128E-01,  48.43831
     30,2020-03-04T00:52:28.040+01:00,   0.719E-02,  48.52714
     40,2020-03-04T00:52:35.046+01:00,   0.625E-02,  48.59250
     50,2020-03-04T00:52:42.253+01:00,   0.561E-02,  48.64925
     60,2020-03-04T00:52:49.470+01:00,   0.488E-02,  48.70244
     70,2020-03-04T00:52:57.223+01:00,   0.384E-02,  48.74578
     80,2020-03-04T00:53:04.973+01:00,   0.340E-02,  48.78198
     90,2020-03-04T00:53:12.919+01:00,   0.255E-02,  48.80973
    100,2020-03-04T00:53:20.437+01:00,   0.224E-02,  48.83461
    200,2020-03-04T00:54:34.089+01:00,   0.229E-02,  49.04378
    300,2020-03-04T00:55:47.952+01:00,   0.178E-02,  49.25166
    400,2020-03-04T00:57:02.438+01:00,   0.210E-02,  49.44850
    500,2020-03-04T00:58:16.434+01:00,   0.184E-02,  49.63594
    600,2020-03-04T00:59:31.764+01:00,   0.170E-02,  49.83016
    700,2020-03-04T01:00:46.978+01:00,   0.203E-02,  50.01539
    800,2020-03-04T01:02:06.619+01:00,   0.516E-03,  50.13014
    900,2020-03-04T01:03:23.736+01:00,   0.105E-02,  50.20715
   1000,2020-03-04T01:04:39.879+01:00,   0.115E-02,  50.31652
   1100,2020-03-04T01:05:55.980+01:00,   0.115E-02,  50.43176
   1200,2020-03-04T01:07:12.758+01:00,   0.115E-02,  50.54700
   1300,2020-03-04T01:08:29.537+01:00,   0.115E-02,  50.66224
   1400,2020-03-04T01:09:45.398+01:00,   0.115E-02,  50.77748
   1500,2020-03-04T01:11:01.812+01:00,   0.115E-02,  50.89271
   1600,2020-03-04T01:12:18.360+01:00,   0.115E-02,  51.00795
   1700,2020-03-04T01:13:35.407+01:00,   0.115E-02,  51.12319
   1800,2020-03-04T01:14:52.015+01:00,   0.115E-02,  51.23843
