Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,Total T_USED (s)
    0, 1.270E+00, 2.352E+01, 7.658E+00, 7.911E+00, 1.339E+03, 4.366E+00, 1.844E+00, 1.014E-01, 5.575E+00, 7.539E-01, 6.478E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.398E+03
    1, 1.228E+00, 2.140E+01, 7.410E+00, 7.239E+00, 1.339E+03, 4.472E+00, 1.833E+00, 8.589E-02, 5.416E+00, 8.860E-01, 9.438E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.398E+03
    2, 1.326E+00, 2.341E+01, 8.238E+00, 8.766E+00, 1.339E+03, 6.259E+00, 1.424E+00, 1.089E-01, 5.899E+00, 1.935E+00, 1.979E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.398E+03
    3, 1.266E+00, 2.286E+01, 8.085E+00, 8.014E+00, 1.339E+03, 5.670E+00, 1.632E+00, 9.660E-02, 5.818E+00, 2.033E+00, 3.781E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.398E+03
    4, 1.238E+00, 2.259E+01, 7.545E+00, 7.547E+00, 1.339E+03, 4.828E+00, 1.765E+00, 9.656E-02, 5.672E+00, 1.048E+00, 6.952E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.398E+03
    5, 1.215E+00, 2.102E+01, 7.129E+00, 6.950E+00, 1.339E+03, 4.130E+00, 1.957E+00, 8.783E-02, 5.356E+00, 7.597E-01, 1.083E+01, 0.000E+00, 0.000E+00, 0.000E+00, 1.398E+03
    6, 1.216E+00, 2.098E+01, 7.033E+00, 7.014E+00, 1.339E+03, 4.200E+00, 1.932E+00, 9.062E-02, 5.383E+00, 5.821E-01, 1.110E+01, 0.000E+00, 0.000E+00, 0.000E+00, 1.398E+03
    7, 1.213E+00, 2.103E+01, 7.107E+00, 6.903E+00, 1.339E+03, 4.118E+00, 1.948E+00, 8.581E-02, 5.310E+00, 4.620E-01, 1.132E+01, 0.000E+00, 0.000E+00, 0.000E+00, 1.398E+03
    8, 1.220E+00, 2.168E+01, 7.164E+00, 7.001E+00, 1.339E+03, 4.177E+00, 1.951E+00, 9.785E-02, 5.605E+00, 3.486E-01, 1.022E+01, 0.000E+00, 0.000E+00, 0.000E+00, 1.398E+03
    9, 1.240E+00, 2.188E+01, 7.303E+00, 6.608E+00, 1.339E+03, 3.673E+00, 2.105E+00, 8.029E-02, 5.263E+00, 2.648E-01, 1.120E+01, 0.000E+00, 0.000E+00, 0.000E+00, 1.398E+03
