Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,Total T_USED (s)
    0, 1.237E+00, 1.752E+01, 5.157E+00, 5.458E+00, 4.620E+02, 2.778E+00, 1.470E+00, 6.398E-02, 3.798E+00, 2.498E-01, 7.934E+00, 0.000E+00, 0.000E+00, 0.000E+00, 5.076E+02
    1, 1.203E+00, 1.694E+01, 5.148E+00, 5.028E+00, 4.620E+02, 2.864E+00, 1.488E+00, 5.624E-02, 3.819E+00, 2.272E-01, 8.833E+00, 0.000E+00, 0.000E+00, 0.000E+00, 5.076E+02
    2, 1.264E+00, 1.892E+01, 6.079E+00, 6.785E+00, 4.621E+02, 4.811E+00, 9.044E-01, 7.887E-02, 4.309E+00, 7.947E-01, 1.571E+00, 0.000E+00, 0.000E+00, 0.000E+00, 5.076E+02
    3, 1.238E+00, 1.823E+01, 6.070E+00, 6.109E+00, 4.621E+02, 4.264E+00, 1.076E+00, 6.682E-02, 4.248E+00, 7.849E-01, 3.416E+00, 0.000E+00, 0.000E+00, 0.000E+00, 5.076E+02
    4, 1.236E+00, 1.797E+01, 5.645E+00, 5.568E+00, 4.622E+02, 3.440E+00, 1.307E+00, 6.736E-02, 4.312E+00, 2.340E-01, 5.646E+00, 0.000E+00, 0.000E+00, 0.000E+00, 5.076E+02
    5, 1.221E+00, 1.647E+01, 4.991E+00, 4.938E+00, 4.620E+02, 2.795E+00, 1.521E+00, 5.539E-02, 3.768E+00, 1.991E-01, 9.644E+00, 0.000E+00, 0.000E+00, 0.000E+00, 5.076E+02
    6, 1.284E+00, 1.741E+01, 5.156E+00, 5.096E+00, 4.621E+02, 2.960E+00, 1.482E+00, 6.335E-02, 4.072E+00, 2.020E-01, 7.802E+00, 0.000E+00, 0.000E+00, 0.000E+00, 5.076E+02
    7, 1.234E+00, 1.695E+01, 5.254E+00, 4.959E+00, 4.622E+02, 3.003E+00, 1.511E+00, 5.863E-02, 3.930E+00, 1.917E-01, 8.399E+00, 0.000E+00, 0.000E+00, 0.000E+00, 5.076E+02
    8, 1.273E+00, 1.733E+01, 4.874E+00, 4.976E+00, 4.621E+02, 2.884E+00, 1.507E+00, 6.084E-02, 3.950E+00, 1.826E-01, 8.481E+00, 0.000E+00, 0.000E+00, 0.000E+00, 5.076E+02
    9, 1.273E+00, 1.733E+01, 5.245E+00, 4.780E+00, 4.620E+02, 2.487E+00, 1.619E+00, 5.278E-02, 3.670E+00, 1.637E-01, 9.039E+00, 0.000E+00, 0.000E+00, 0.000E+00, 5.076E+02
   10, 1.240E+00, 1.821E+01, 5.725E+00, 5.486E+00, 4.620E+02, 2.911E+00, 1.393E+00, 6.435E-02, 3.920E+00, 5.847E-01, 6.062E+00, 0.000E+00, 0.000E+00, 0.000E+00, 5.076E+02
   11, 1.234E+00, 1.707E+01, 5.372E+00, 5.156E+00, 4.621E+02, 2.942E+00, 1.431E+00, 5.645E-02, 3.888E+00, 7.417E-01, 7.688E+00, 0.000E+00, 0.000E+00, 0.000E+00, 5.076E+02
   12, 1.188E+00, 1.762E+01, 5.689E+00, 5.096E+00, 4.621E+02, 2.866E+00, 1.482E+00, 6.013E-02, 3.996E+00, 1.319E+00, 6.252E+00, 0.000E+00, 0.000E+00, 0.000E+00, 5.076E+02
   13, 1.209E+00, 1.714E+01, 5.671E+00, 4.951E+00, 4.622E+02, 2.864E+00, 1.510E+00, 5.530E-02, 4.165E+00, 1.333E+00, 6.575E+00, 0.000E+00, 0.000E+00, 0.000E+00, 5.076E+02
   14, 1.250E+00, 1.749E+01, 5.533E+00, 5.101E+00, 4.621E+02, 2.894E+00, 1.479E+00, 6.179E-02, 4.276E+00, 7.786E-01, 6.643E+00, 0.000E+00, 0.000E+00, 0.000E+00, 5.076E+02
   15, 1.242E+00, 1.720E+01, 5.490E+00, 5.002E+00, 4.622E+02, 2.968E+00, 1.487E+00, 5.590E-02, 4.173E+00, 5.897E-01, 7.262E+00, 0.000E+00, 0.000E+00, 0.000E+00, 5.076E+02
   16, 1.236E+00, 1.753E+01, 5.424E+00, 5.056E+00, 4.621E+02, 2.861E+00, 1.497E+00, 6.289E-02, 4.056E+00, 5.014E-01, 7.334E+00, 0.000E+00, 0.000E+00, 0.000E+00, 5.076E+02
   17, 1.199E+00, 1.686E+01, 5.244E+00, 4.922E+00, 4.620E+02, 2.769E+00, 1.506E+00, 5.340E-02, 3.754E+00, 3.393E-01, 8.970E+00, 0.000E+00, 0.000E+00, 0.000E+00, 5.076E+02
   18, 1.282E+00, 1.787E+01, 5.082E+00, 4.979E+00, 4.621E+02, 2.888E+00, 1.499E+00, 6.249E-02, 4.005E+00, 2.275E-01, 7.623E+00, 0.000E+00, 0.000E+00, 0.000E+00, 5.076E+02
   19, 1.198E+00, 1.746E+01, 5.308E+00, 4.742E+00, 4.620E+02, 2.523E+00, 1.612E+00, 5.243E-02, 3.683E+00, 1.634E-01, 8.944E+00, 0.000E+00, 0.000E+00, 0.000E+00, 5.076E+02
