,,s,s
Time Step,Wall Time,Step Size,Simulation Time
      1,2020-03-03T20:44:12.374+01:00,   0.289E-01,  48.02887
      2,2020-03-03T20:44:17.064+01:00,   0.289E-01,  48.05774
      3,2020-03-03T20:44:21.633+01:00,   0.289E-01,  48.08660
      4,2020-03-03T20:44:26.659+01:00,   0.289E-01,  48.11547
      5,2020-03-03T20:44:31.577+01:00,   0.289E-01,  48.14434
      6,2020-03-03T20:44:36.526+01:00,   0.289E-01,  48.17321
      7,2020-03-03T20:44:42.854+01:00,   0.225E-01,  48.19570
      8,2020-03-03T20:44:47.761+01:00,   0.225E-01,  48.21819
      9,2020-03-03T20:44:52.720+01:00,   0.225E-01,  48.24068
     10,2020-03-03T20:44:57.640+01:00,   0.247E-01,  48.26543
     20,2020-03-03T20:45:53.513+01:00,   0.125E-01,  48.45178
     30,2020-03-03T20:46:47.445+01:00,   0.884E-02,  48.55294
     40,2020-03-03T20:47:40.183+01:00,   0.663E-02,  48.62623
     50,2020-03-03T20:48:33.482+01:00,   0.533E-02,  48.68464
     60,2020-03-03T20:49:24.783+01:00,   0.448E-02,  48.73111
     70,2020-03-03T20:50:15.857+01:00,   0.402E-02,  48.77134
     80,2020-03-03T20:51:07.311+01:00,   0.357E-02,  48.80977
     90,2020-03-03T20:52:02.808+01:00,   0.272E-02,  48.84144
    100,2020-03-03T20:52:54.892+01:00,   0.272E-02,  48.86866
    200,2020-03-03T21:00:58.460+01:00,   0.194E-02,  49.07681
    300,2020-03-03T21:10:54.808+01:00,   0.194E-02,  49.27064
    400,2020-03-03T21:20:46.606+01:00,   0.210E-02,  49.45309
    500,2020-03-03T21:30:26.583+01:00,   0.167E-02,  49.65347
    600,2020-03-03T21:40:18.054+01:00,   0.177E-02,  49.85457
    700,2020-03-03T21:50:07.899+01:00,   0.194E-02,  50.03693
    800,2020-03-03T22:00:34.098+01:00,   0.527E-03,  50.13834
    900,2020-03-03T22:10:50.250+01:00,   0.103E-02,  50.21893
   1000,2020-03-03T22:20:59.036+01:00,   0.113E-02,  50.32496
   1100,2020-03-03T22:31:15.486+01:00,   0.113E-02,  50.43799
   1200,2020-03-03T22:41:27.632+01:00,   0.113E-02,  50.55102
   1300,2020-03-03T22:51:42.871+01:00,   0.113E-02,  50.66404
   1400,2020-03-03T23:01:59.322+01:00,   0.113E-02,  50.77707
   1500,2020-03-03T23:12:09.898+01:00,   0.113E-02,  50.89009
   1600,2020-03-03T23:22:22.205+01:00,   0.113E-02,  51.00312
   1700,2020-03-03T23:32:37.767+01:00,   0.113E-02,  51.11614
   1800,2020-03-03T23:42:52.913+01:00,   0.113E-02,  51.22917
   1900,2020-03-03T23:53:07.698+01:00,   0.113E-02,  51.34220
   2000,2020-03-04T00:03:27.688+01:00,   0.113E-02,  51.45522
   2100,2020-03-04T00:13:12.404+01:00,   0.113E-02,  51.56825
   2200,2020-03-04T00:23:15.004+01:00,   0.113E-02,  51.68127
   2300,2020-03-04T00:33:28.706+01:00,   0.113E-02,  51.79430
   2400,2020-03-04T00:43:42.032+01:00,   0.113E-02,  51.90732
