Time Step,Iteration,Total,Mesh,I,J,K,Velocity Error,Mesh,I,J,K,Pressure Error
      1,      1,      1,      1,     17,      6,      1,  0.13877788E-16,      1,     13,     13,     13,  0.11756121E+05
      1,      1,      2,      1,     17,      8,      2,  0.13877788E-16,      1,     13,     13,     13,  0.98243651E+05
      1,      2,      3,      1,     17,     11,      1,  0.13877788E-16,      1,     13,     13,     13,  0.98606298E+05
      1,      3,      4,      1,     17,      1,      1,  0.13877788E-16,      1,     13,     13,     13,  0.98965478E+05
      1,      4,      5,      1,     17,      7,      4,  0.13877788E-16,      1,     13,     13,     13,  0.99269319E+05
      1,      5,      6,      1,     17,     10,      1,  0.13877788E-16,      1,     13,     13,     13,  0.99503290E+05
      1,      6,      7,      1,     17,      3,      1,  0.13877788E-16,      1,     13,     13,     13,  0.99671772E+05
      1,      7,      8,      1,     17,      1,      2,  0.13877788E-16,      1,     13,     13,     13,  0.99786720E+05
      1,      8,      9,      1,     17,     10,      3,  0.13877788E-16,      1,     13,     13,     13,  0.99861733E+05
      1,      9,     10,      1,     17,      9,      1,  0.13877788E-16,      1,     13,     13,     13,  0.99909405E+05
      1,     10,     11,      1,     17,     10,      1,  0.13877788E-16,      1,     13,     13,     13,  0.99940336E+05
      1,      1,     12,      1,     17,     12,      1,  0.13877788E-16,      1,     13,     13,     13,  0.10366038E+06
      1,      2,     13,      1,     17,      3,      1,  0.13877788E-16,      1,     13,     13,     13,  0.10373006E+06
      1,      3,     14,      1,     17,      8,      5,  0.13877788E-16,      1,     13,     13,     13,  0.10380192E+06
      1,      4,     15,      1,     17,     14,      2,  0.13877788E-16,      1,     13,     13,     13,  0.10387191E+06
      1,      5,     16,      1,     17,      5,      1,  0.13877788E-16,      1,     13,     13,     13,  0.10393861E+06
      1,      6,     17,      1,     17,      1,      1,  0.13877788E-16,      1,     13,     13,     13,  0.10400109E+06
      1,      7,     18,      1,     17,     11,      1,  0.13877788E-16,      1,     13,     13,     13,  0.10405797E+06
      1,      8,     19,      1,     17,      1,      1,  0.13877788E-16,      1,     13,     13,     13,  0.10410731E+06
      1,      9,     20,      1,     17,      1,      1,  0.13877788E-16,      1,     13,     13,     13,  0.10414691E+06
      1,     10,     21,      1,     17,     11,      2,  0.13877788E-16,      1,     13,     13,     13,  0.10417456E+06
      2,      1,     22,      1,     17,      8,      2,  0.13877788E-16,      1,     13,     13,     13,  0.45161215E+04
      2,      1,     23,      1,      2,     17,      2,  0.13877788E-16,      1,     16,     13,     13,  0.36612273E+04
      3,      1,     24,      1,      1,     17,      1,  0.13877788E-16,      1,     13,     13,     13,  0.12361036E+04
      3,      1,     25,      1,      2,     17,      1,  0.13877788E-16,      6,      1,     13,      1,  0.60291562E+03
      4,      1,     26,      1,     11,     17,      1,  0.13877788E-16,      1,     13,     13,     13,  0.50748726E+03
      4,      1,     27,      1,      1,     17,      2,  0.13877788E-16,      1,     13,     13,     13,  0.47906788E+03
      5,      1,     28,      1,      1,     17,      2,  0.13877788E-16,      8,      4,      4,      4,  0.37819855E+03
      5,      1,     29,      1,     17,      2,     13,  0.13877788E-16,      1,     16,     10,     16,  0.35660507E+03
      6,      1,     30,      1,      3,     17,      2,  0.13877788E-16,      1,     16,      9,     16,  0.31947559E+03
      6,      1,     31,      1,      2,     17,      1,  0.13877788E-16,      8,      4,      4,      4,  0.28157333E+03
      7,      1,     32,      1,      1,     17,      2,  0.13877788E-16,      1,     16,      8,     16,  0.23618903E+03
      7,      1,     33,      1,      2,     17,      1,  0.13877788E-16,      1,     13,     13,     13,  0.29008521E+03
      8,      1,     34,      1,      1,     17,      1,  0.13877788E-16,      2,      1,     12,     13,  0.20764925E+03
      8,      1,     35,      1,      1,     17,      1,  0.13877788E-16,      1,     13,     13,     13,  0.43019566E+03
      9,      1,     36,      1,      2,     17,      2,  0.13877788E-16,      2,      1,     12,     13,  0.23057572E+03
      9,      1,     37,      1,      1,     17,      1,  0.13877788E-16,      1,     13,     13,     13,  0.51349738E+03
     10,      1,     38,      1,      2,     17,      1,  0.13877788E-16,      2,      1,     12,     13,  0.26404677E+03
     10,      1,     39,      1,      1,     17,      1,  0.13877788E-16,      1,     13,     13,     13,  0.65004892E+03
     11,      1,     40,      1,      1,     17,      1,  0.13877788E-16,      2,      1,     12,     13,  0.28517900E+03
     11,      1,     41,      1,      1,     17,      1,  0.13877788E-16,      1,     13,     13,     13,  0.71585871E+03
     12,      1,     42,      1,     17,      3,      8,  0.13877788E-16,      2,      1,     12,     13,  0.31026284E+03
     12,      1,     43,      1,      2,     17,      1,  0.13877788E-16,      1,     13,     13,     13,  0.85305418E+03
     13,      1,     44,      1,      2,     17,      1,  0.13877788E-16,      2,      1,     12,     13,  0.31320530E+03
     13,      1,     45,      1,      2,     17,      1,  0.13877788E-16,      1,     13,     13,     13,  0.91839925E+03
