,,s,s,s
Time Step,Wall Time,Step Size,Simulation Time,CPU Time
      1,2020-10-30T17:39:19.341+01:00,   0.264E-02,   0.00264,   1.80903
      2,2020-10-30T17:39:19.399+01:00,   0.264E-02,   0.00529,   1.92466
      3,2020-10-30T17:39:19.499+01:00,   0.264E-02,   0.00793,   2.09619
      4,2020-10-30T17:39:19.555+01:00,   0.264E-02,   0.01058,   2.20766
      5,2020-10-30T17:39:19.611+01:00,   0.291E-02,   0.01349,   2.31851
      6,2020-10-30T17:39:19.673+01:00,   0.291E-02,   0.01640,   2.44177
      7,2020-10-30T17:39:19.729+01:00,   0.320E-02,   0.01960,   2.55151
      8,2020-10-30T17:39:19.784+01:00,   0.320E-02,   0.02280,   2.66055
      9,2020-10-30T17:39:19.846+01:00,   0.352E-02,   0.02632,   2.78354
     10,2020-10-30T17:39:19.902+01:00,   0.352E-02,   0.02984,   2.89414
     20,2020-10-30T17:39:20.549+01:00,   0.469E-02,   0.07174,   4.14728
     30,2020-10-30T17:39:21.163+01:00,   0.469E-02,   0.11859,   5.33120
     40,2020-10-30T17:39:21.744+01:00,   0.469E-02,   0.16545,   6.48036
     50,2020-10-30T17:39:22.481+01:00,   0.469E-02,   0.21230,   7.85600
     60,2020-10-30T17:39:23.120+01:00,   0.421E-02,   0.25772,   9.08927
     70,2020-10-30T17:39:23.725+01:00,   0.421E-02,   0.29979,  10.25621
     80,2020-10-30T17:39:24.372+01:00,   0.324E-02,   0.33506,  11.51754
     90,2020-10-30T17:39:24.993+01:00,   0.324E-02,   0.36741,  12.71998
    100,2020-10-30T17:39:25.627+01:00,   0.324E-02,   0.39977,  13.92548
    131,2020-10-30T17:39:27.768+01:00,   0.316E-02,   0.50000,  18.03475
