s,m/s,m/s,m/s,Pa,m/s,,,,
Time,"u-vel","v-vel","w-vel","pres","error","iter","scarc-iter","scarc-rate","scarc-res"
 2.4460553E-001, 8.8195038E-002, 2.4071860E-002, 2.7059065E-002, 1.4645340E-002, 2.7755576E-017, 1.0000000E+000, 5.8000000E+001, 6.0589723E-001, 9.5583129E-009
 2.4928156E-001, 8.8844634E-002, 2.3638567E-002, 2.7792720E-002, 1.4836274E-002, 1.3877788E-017, 1.0000000E+000, 5.8000000E+001, 6.0594490E-001, 9.7698539E-009
 2.5395759E-001, 9.1639329E-002, 2.4502333E-002, 2.8680533E-002, 7.6061410E-002, 2.7755576E-017, 1.0000000E+000, 5.8000000E+001, 6.0530954E-001, 9.2952446E-009
 2.5802822E-001, 9.4543810E-002, 2.5503021E-002, 2.9522743E-002, 9.1459706E-002, 2.7755576E-017, 1.0000000E+000, 5.8000000E+001, 6.0520775E-001, 9.3834568E-009
 2.6209885E-001, 9.7372864E-002, 2.6476096E-002, 3.0343538E-002, 8.8782008E-002, 2.7755576E-017, 1.0000000E+000, 5.8000000E+001, 6.0524260E-001, 9.5915281E-009
 2.6616949E-001, 1.0033385E-001, 2.7497679E-002, 3.1204889E-002, 9.2903992E-002, 2.7755576E-017, 1.0000000E+000, 5.8000000E+001, 6.0520134E-001, 9.7564988E-009
 2.7024012E-001, 1.0322079E-001, 2.8492182E-002, 3.2045753E-002, 9.0256696E-002, 2.7755576E-017, 1.0000000E+000, 5.8000000E+001, 6.0520611E-001, 9.9642317E-009
 2.7431075E-001, 1.0624111E-001, 2.9535752E-002, 3.2928144E-002, 9.4407840E-002, 2.7755576E-017, 1.0000000E+000, 5.9000000E+001, 6.0256395E-001, 4.7662868E-009
 2.7838139E-001, 1.0918890E-001, 3.0552833E-002, 3.3791061E-002, 9.1793973E-002, 2.7755576E-017, 1.0000000E+000, 5.9000000E+001, 6.0271663E-001, 4.9476035E-009
 2.8245202E-001, 1.1216787E-001, 3.1581452E-002, 3.4665633E-002, 9.2576518E-002, 2.7755576E-017, 1.0000000E+000, 5.9000000E+001, 6.0282528E-001, 5.1203742E-009
 2.8652266E-001, 1.1528265E-001, 3.2660098E-002, 3.5583350E-002, 9.6777393E-002, 5.5511151E-017, 1.0000000E+000, 5.9000000E+001, 6.0288734E-001, 5.2822199E-009
 2.9059329E-001, 1.1832746E-001, 3.3713277E-002, 3.6483281E-002, 9.4220272E-002, 2.7755576E-017, 1.0000000E+000, 5.9000000E+001, 6.0294151E-001, 5.4413097E-009
