s,m/s,m/s,m/s,Pa,m/s,,,,
Time,"u-vel","v-vel","w-vel","pres","error","iter","scarc-iter","scarc-rate","scarc-res"
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.6448060E-003, 2.9032516E-001, 0.0000000E+000, 3.4446980E-002, 1.6463157E+001, 1.3877788E-017, 1.0000000E+001, 3.9000000E+001, 4.6708153E-001, 6.2752580E-009
 5.2896120E-003, 2.9136809E-001, 0.0000000E+000, 3.5387157E-002, 5.7463661E-002, 1.3877788E-017, 1.0000000E+000, 3.8000000E+001, 4.6681199E-001, 9.4729088E-009
 7.9344180E-003, 2.9023690E-001, 0.0000000E+000, 3.5669458E-002,-6.0504145E-002, 1.3877788E-017, 1.0000000E+000, 3.8000000E+001, 4.6673581E-001, 7.5340777E-009
 1.0579224E-002, 2.8865272E-001, 0.0000000E+000, 3.5852298E-002,-8.0968577E-002, 1.3877788E-017, 1.0000000E+000, 3.8000000E+001, 4.6705937E-001, 6.4089024E-009
 1.3488511E-002, 2.8674442E-001, 0.0000000E+000, 3.6045327E-002,-8.5003398E-002, 1.3877788E-017, 1.0000000E+000, 3.8000000E+001, 4.6745469E-001, 5.6283671E-009
 1.6397797E-002, 2.8466865E-001, 0.0000000E+000, 3.6226490E-002,-8.9451616E-002, 1.3877788E-017, 1.0000000E+000, 3.8000000E+001, 4.6780834E-001, 5.0314807E-009
 1.9598013E-002, 2.8226655E-001, 0.0000000E+000, 3.6436844E-002,-9.0801885E-002, 1.3877788E-017, 1.0000000E+000, 3.8000000E+001, 4.6811842E-001, 4.5577083E-009
 2.2798228E-002, 2.7967751E-001, 0.0000000E+000, 3.6639217E-002,-9.5541640E-002, 1.3877788E-017, 1.0000000E+000, 3.8000000E+001, 4.6835559E-001, 4.1599378E-009
 2.6318465E-002, 2.7668166E-001, 0.0000000E+000, 3.6872521E-002,-9.7488530E-002, 1.3877788E-017, 1.0000000E+000, 3.7000000E+001, 4.7026873E-001, 9.3478859E-009
 2.9838701E-002, 2.7346522E-001, 0.0000000E+000, 3.7098130E-002,-1.0277067E-001, 1.3877788E-017, 1.0000000E+000, 3.7000000E+001, 4.7026021E-001, 8.5309973E-009
 3.3710962E-002, 2.6974411E-001, 0.0000000E+000, 3.7355953E-002,-1.0521855E-001, 1.3877788E-017, 1.0000000E+000, 3.7000000E+001, 4.7023611E-001, 7.8330079E-009
 3.7583222E-002, 2.6576805E-001, 0.0000000E+000, 3.7606103E-002,-1.1077350E-001, 1.3877788E-017, 1.0000000E+000, 3.7000000E+001, 4.7018197E-001, 7.2189450E-009
 4.1455483E-002, 2.6157444E-001, 0.0000000E+000, 3.7856625E-002,-1.1492595E-001, 1.3877788E-017, 1.0000000E+000, 3.7000000E+001, 4.7010626E-001, 6.6750458E-009
 4.5327743E-002, 2.5716938E-001, 0.0000000E+000, 3.8107295E-002,-1.1897267E-001, 1.3877788E-017, 1.0000000E+000, 3.7000000E+001, 4.7000356E-001, 6.1848748E-009
 4.9587230E-002, 2.5211541E-001, 0.0000000E+000, 3.8389841E-002,-1.2163594E-001, 1.3877788E-017, 1.0000000E+000, 3.7000000E+001, 4.6987690E-001, 5.7399057E-009
 5.3846716E-002, 2.4384960E-001, 0.0000000E+000, 3.8104003E-002,-2.3232839E-001, 1.3877788E-017, 1.0000000E+000, 3.7000000E+001, 4.6955946E-001, 5.2591049E-009
 5.8106203E-002, 2.3497733E-001, 0.0000000E+000, 3.7713253E-002,-2.5086957E-001, 1.3877788E-017, 1.0000000E+000, 3.7000000E+001, 4.6929739E-001, 4.8477989E-009
 6.2365689E-002, 2.2614180E-001, 0.0000000E+000, 3.7337101E-002,-2.4685939E-001, 1.3877788E-017, 1.0000000E+000, 3.7000000E+001, 4.6901671E-001, 4.4682805E-009
 6.6625176E-002, 2.1707576E-001, 0.0000000E+000, 3.6923507E-002,-2.5287069E-001, 1.3877788E-017, 1.0000000E+000, 3.7000000E+001, 4.6867663E-001, 4.1074978E-009
 7.1310611E-002, 2.0725267E-001, 0.0000000E+000, 3.6499820E-002,-2.4581415E-001, 1.3877788E-017, 1.0000000E+000, 3.7000000E+001, 4.6830368E-001, 3.7703010E-009
 7.5996046E-002, 1.9721316E-001, 0.0000000E+000, 3.6030902E-002,-2.5165165E-001, 1.3877788E-017, 1.0000000E+000, 3.6000000E+001, 4.7107694E-001, 9.4325980E-009
 8.0681481E-002, 1.8730659E-001, 0.0000000E+000, 3.5577621E-002,-2.4661954E-001, 1.3877788E-017, 1.0000000E+000, 3.6000000E+001, 4.7045225E-001, 8.5258206E-009
 8.5366917E-002, 1.7726349E-001, 0.0000000E+000, 3.5085558E-002,-2.5092356E-001, 1.3877788E-017, 1.0000000E+000, 3.6000000E+001, 4.6976198E-001, 7.6786223E-009
 9.0052352E-002, 1.6725892E-001, 0.0000000E+000, 3.4581488E-002,-2.5012148E-001, 1.3877788E-017, 1.0000000E+000, 3.6000000E+001, 4.6908361E-001, 6.9278144E-009
