Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 7.305E-01, 4.968E+00, 2.471E+00, 8.265E+00, 2.752E+00, 2.746E+00, 3.249E+01, 0.000E+00, 2.529E+00, 0.000E+00, 8.496E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 5.781E+01
    1, 1.242E+00, 4.848E+00, 2.455E+00, 8.089E+00, 2.737E+00, 2.630E+00, 3.196E+01, 0.000E+00, 2.454E+00, 0.000E+00, 1.400E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 5.781E+01
    2, 7.861E-01, 4.894E+00, 2.456E+00, 8.091E+00, 2.753E+00, 2.597E+00, 3.250E+01, 0.000E+00, 2.456E+00, 0.000E+00, 1.279E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 5.781E+01
    3, 1.423E+00, 4.833E+00, 2.443E+00, 7.903E+00, 2.725E+00, 2.497E+00, 3.186E+01, 0.000E+00, 2.392E+00, 0.000E+00, 1.739E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 5.781E+01
    4, 7.067E-01, 4.862E+00, 2.431E+00, 7.980E+00, 2.736E+00, 2.599E+00, 3.259E+01, 0.000E+00, 2.460E+00, 0.000E+00, 1.450E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 5.781E+01
    5, 1.304E+00, 4.829E+00, 2.442E+00, 7.894E+00, 2.729E+00, 2.503E+00, 3.197E+01, 0.000E+00, 2.385E+00, 0.000E+00, 1.751E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 5.781E+01
    6, 8.337E-01, 4.889E+00, 2.447E+00, 7.906E+00, 2.728E+00, 2.443E+00, 3.253E+01, 0.000E+00, 2.414E+00, 0.000E+00, 1.620E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 5.781E+01
    7, 9.136E-01, 4.865E+00, 2.434E+00, 7.711E+00, 2.723E+00, 2.363E+00, 3.256E+01, 0.000E+00, 2.376E+00, 0.000E+00, 1.869E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 5.781E+01
